month,day,hour,poa_wm2,dn_wm2,df_wm2,dc_w,ac_w,tamb_c,tcell_c,wspd_ms,albedo
2,8,10,313.74,47.0,283.0,297149.039,282656.305,24.0,28.91,4.7,0.14
2,8,11,450.118,103.0,372.0,424443.239,405439.965,24.0,31.037,4.7,0.14
2,8,12,340.926,26.0,320.0,319368.229,304088.18,24.0,29.39,4.6,0.14
2,8,13,225.321,8.0,219.0,209913.297,198511.672,24.0,27.659,4.4,0.14
2,8,14,48.0,0.0,48.0,42452.207,36984.394,25.0,25.825,4.0,0.14
2,8,15,181.17,2.0,180.0,170060.022,160070.557,24.0,27.215,3.8,0.14
2,8,16,120.0,0.0,120.0,112830.643,104869.042,24.0,26.075,4.0,0.14
2,8,17,57.0,0.0,57.0,51818.845,46019.135,24.0,24.93,4.4,0.14
2,8,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,4.6,0.14
2,8,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.0,0.14
2,8,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.4,0.14
2,8,21,0.0,0.0,0.0,0.0,0.0,24.0,24.0,5.9,0.14
2,8,22,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.4,0.14
2,8,23,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.6,0.14
2,9,0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.5,0.14
2,9,1,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.4,0.14
2,9,2,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.3,0.14
2,9,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.2,0.14
2,9,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,9,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,9,6,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.2,0.14
2,9,7,5.0,0.0,5.0,3397.828,0.0,24.0,24.062,6.3,0.14
2,9,8,41.0,0.0,41.0,37160.757,31880.441,24.0,24.533,6.3,0.14
2,9,9,138.0,0.0,138.0,129769.407,121207.598,24.0,25.809,6.2,0.14
2,9,10,337.392,63.0,296.0,320954.553,305618.295,24.0,28.464,6.1,0.14
2,9,11,427.451,82.0,365.0,404397.621,386104.642,24.0,29.646,6.1,0.14
2,9,12,543.104,161.0,413.0,512841.293,490705.724,24.0,31.255,6.0,0.14
2,9,13,498.168,125.0,399.0,470543.233,449906.453,24.0,30.729,5.9,0.14
2,9,14,338.452,41.0,309.0,320006.65,304703.98,24.0,28.625,5.8,0.14
2,9,15,366.587,154.0,276.0,351944.537,335510.18,24.0,29.088,5.7,0.14
2,9,16,257.798,201.0,175.0,247403.155,234673.115,24.0,27.54,5.8,0.14
2,9,17,53.0,0.0,53.0,48099.342,42431.429,24.0,24.703,6.1,0.14
2,9,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.5,0.14
2,9,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.8,0.14
2,9,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.9,0.14
2,9,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.0,0.14
2,9,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.8,0.14
2,9,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,10,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
2,10,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,10,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.3,0.14
2,10,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.3,0.14
2,10,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.7,0.14
2,10,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.4,0.14
2,10,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.3,0.14
2,10,7,3.0,0.0,3.0,2030.153,0.0,23.0,23.031,8.1,0.14
2,10,8,45.0,0.0,45.0,41162.888,35740.761,23.0,23.469,8.6,0.14
2,10,9,225.669,39.0,206.0,216968.725,205317.098,23.0,25.345,8.6,0.14
2,10,10,256.881,18.0,245.0,243451.551,230861.532,24.0,26.731,8.3,0.14
2,10,11,428.948,81.0,367.0,406990.172,388605.33,24.0,28.859,7.6,0.14
2,10,12,447.42,72.0,389.0,422580.073,403642.818,24.0,29.369,7.0,0.14
2,10,13,527.681,154.0,405.0,499709.62,478039.359,24.0,30.538,6.7,0.14
2,10,14,611.325,419.0,309.0,585707.214,560989.716,24.0,31.605,6.7,0.14
2,10,15,289.519,55.0,257.0,276492.235,262731.453,24.0,27.559,6.8,0.14
2,10,16,252.646,180.0,178.0,242799.006,230232.11,24.0,27.113,6.8,0.14
2,10,17,81.946,34.0,75.0,74318.952,67721.974,24.0,24.993,6.9,0.14
2,10,18,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.9,0.14
2,10,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,6.9,0.14
2,10,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.7,0.14
2,10,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.2,0.14
2,10,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,10,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.7,0.14
2,11,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.8,0.14
2,11,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.0,0.14
2,11,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.4,0.14
2,11,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.2,0.14
2,11,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,2.1,0.14
2,11,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.9,0.14
2,11,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,1.6,0.14
2,11,7,5.0,0.0,5.0,3556.262,0.0,22.0,22.143,1.1,0.14
2,11,8,5.0,0.0,5.0,4120.18,10.623,22.0,22.175,0.5,0.14
2,11,9,118.0,0.0,118.0,110247.773,102377.694,22.0,25.779,0.8,0.14
2,11,10,292.22,32.0,271.0,275608.417,261878.952,22.0,29.07,2.0,0.14
2,11,11,413.994,69.0,361.0,387968.807,370257.967,23.0,31.609,2.8,0.14
2,11,12,296.035,16.0,283.0,276744.319,262974.605,23.0,28.653,3.3,0.14
2,11,13,488.792,111.0,400.0,458914.043,438689.332,23.0,31.921,3.6,0.14
2,11,14,471.333,155.0,359.0,446485.785,426701.456,23.0,31.241,3.9,0.14
2,11,15,224.914,15.0,216.0,213152.805,201636.391,23.0,26.822,4.1,0.14
2,11,16,20.0,0.0,20.0,17531.776,12946.993,23.0,23.332,4.3,0.14
2,11,17,3.0,0.0,3.0,2370.786,0.0,23.0,23.047,4.7,0.14
2,11,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.2,0.14
2,11,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
2,11,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
2,11,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
2,11,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.3,0.14
2,11,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.4,0.14
2,12,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,3.4,0.14
2,12,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.6,0.14
2,12,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.9,0.14
2,12,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.5,0.14
2,12,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,1.7,0.14
2,12,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.2,0.14
2,12,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.7,0.14
2,12,7,51.268,200.0,33.0,33280.479,28137.657,23.0,23.895,3.2,0.14
2,12,8,262.573,611.0,71.0,239683.643,227227.136,23.0,27.68,3.7,0.14
2,12,9,481.196,765.0,91.0,472027.542,451338.167,23.0,31.495,3.9,0.14
2,12,10,663.973,845.0,101.0,638383.877,611799.835,23.0,35.045,3.7,0.14
2,12,11,788.194,878.0,111.0,743580.34,713268.77,23.0,38.189,3.3,0.14
2,12,12,703.839,424.0,357.0,654199.72,627055.26,23.0,37.939,2.7,0.14
2,12,13,223.426,8.0,217.0,207730.657,196406.371,23.0,27.894,2.5,0.14
2,12,14,42.0,0.0,42.0,37040.049,31764.01,24.0,24.888,2.7,0.14
2,12,15,190.389,4.0,188.0,178546.439,168256.266,24.0,27.709,3.2,0.14
2,12,16,281.824,259.0,173.0,269748.115,256226.305,24.0,29.095,3.7,0.14
2,12,17,19.0,0.0,19.0,16465.211,11918.22,24.0,24.324,4.1,0.14
2,12,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.6,0.14
2,12,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.2,0.14
2,12,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
2,12,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
2,12,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.8,0.14
2,12,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
2,13,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,13,1,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,13,2,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,13,3,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.5,0.14
2,13,4,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.7,0.14
2,13,5,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.1,0.14
2,13,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.6,0.14
2,13,7,2.0,0.0,2.0,1381.478,0.0,23.0,23.022,7.4,0.14
2,13,8,65.0,0.0,65.0,60385.875,54282.601,23.0,23.714,8.0,0.14
2,13,9,137.0,0.0,137.0,129406.886,120857.923,23.0,24.46,8.3,0.14
2,13,10,269.057,21.0,255.0,256122.022,243083.038,23.0,25.86,8.3,0.14
2,13,11,398.151,57.0,354.0,378862.655,361474.482,23.0,27.265,8.2,0.14
2,13,12,382.39,37.0,352.0,362187.756,345390.442,23.0,27.205,7.9,0.14
2,13,13,407.132,51.0,366.0,384731.628,367135.494,24.0,28.563,7.7,0.14
2,13,14,652.93,532.0,264.0,628135.143,601914.255,24.0,31.435,7.6,0.14
2,13,15,439.255,282.0,270.0,425232.426,406201.188,24.0,29.004,7.6,0.14
2,13,16,268.38,209.0,180.0,259748.16,246580.687,23.0,26.0,7.8,0.14
2,13,17,104.747,117.0,80.0,93449.248,86174.407,23.0,24.122,8.1,0.14
2,13,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,8.4,0.14
2,13,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,8.8,0.14
2,13,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,9.1,0.14
2,13,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,9.4,0.14
2,13,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,9.7,0.14
2,13,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,9.8,0.14
2,14,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.9,0.14
2,14,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.9,0.14
2,14,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.9,0.14
2,14,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.8,0.14
2,14,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.9,0.14
2,14,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.1,0.14
2,14,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.3,0.14
2,14,7,27.0,0.0,27.0,21757.654,17023.131,22.0,22.231,10.7,0.14
2,14,8,172.102,132.0,130.0,162984.604,153245.849,23.0,24.477,11.0,0.14
2,14,9,290.309,113.0,232.0,282112.091,268152.175,23.0,25.465,11.2,0.14
2,14,10,491.547,261.0,316.0,477154.548,456283.503,23.0,27.167,11.2,0.14
2,14,11,514.907,158.0,392.0,494076.801,472606.133,23.0,27.414,11.0,0.14
2,14,12,602.083,222.0,419.0,576694.396,552296.259,23.0,28.198,10.9,0.14
2,14,13,445.306,72.0,387.0,424715.995,405703.056,23.0,26.866,10.8,0.14
2,14,14,376.585,58.0,334.0,360220.63,343493.019,23.0,26.297,10.7,0.14
2,14,15,454.989,315.0,265.0,444552.317,424836.498,23.0,27.036,10.6,0.14
2,14,16,203.809,63.0,177.0,196349.61,185428.6,23.0,24.82,10.5,0.14
2,14,17,57.0,0.0,57.0,52306.972,46489.966,23.0,23.509,10.5,0.14
2,14,18,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.7,0.14
2,14,19,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.9,0.14
2,14,20,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.9,0.14
2,14,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.6,0.14
2,14,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.5,0.14
2,14,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.4,0.14
2,15,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,10.2,0.14
2,15,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.8,0.14
2,15,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.3,0.14
2,15,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.0,0.14
2,15,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.9,0.14
2,15,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.0,0.14
2,15,6,0.0,0.0,0.0,0.0,0.0,23.0,23.0,9.3,0.14
2,15,7,37.167,22.0,35.0,29632.717,24619.15,23.0,23.341,9.7,0.14
2,15,8,149.914,65.0,129.0,142391.823,133382.752,23.0,24.378,10.1,0.14
2,15,9,228.686,36.0,210.0,219984.026,208225.555,23.0,25.055,10.4,0.14
2,15,10,468.274,212.0,325.0,453259.824,433235.464,23.0,27.174,10.5,0.14
2,15,11,606.681,294.0,377.0,583682.286,559036.539,23.0,28.442,10.4,0.14
2,15,12,642.026,279.0,411.0,614816.825,589067.858,23.0,28.841,10.2,0.14
2,15,13,698.75,424.0,354.0,671671.132,643907.591,23.0,29.416,10.1,0.14
2,15,14,417.888,88.0,353.0,400310.854,382162.686,23.0,26.829,10.1,0.14
2,15,15,438.031,269.0,275.0,426851.143,407762.547,23.0,27.063,10.0,0.14
2,15,16,319.429,377.0,158.0,311165.252,296175.867,23.0,25.965,10.0,0.14
2,15,17,99.945,83.0,82.0,90414.0,83246.71,23.0,23.917,10.0,0.14
2,15,18,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.9,0.14
2,15,19,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.6,0.14
2,15,20,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.3,0.14
2,15,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,9.0,0.14
2,15,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.8,0.14
2,15,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.6,0.14
2,16,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.5,0.14
2,16,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.2,0.14
2,16,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,8.0,0.14
2,16,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,7.9,0.14
2,16,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,7.8,0.14
2,16,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,7.7,0.14
2,16,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,7.9,0.14
2,16,7,63.472,262.0,37.0,42730.757,37253.074,22.0,22.61,8.3,0.14
2,16,8,289.019,647.0,79.0,268539.622,255060.633,23.0,25.946,8.7,0.14
2,16,9,520.419,809.0,98.0,517255.385,494963.408,23.0,28.399,8.7,0.14
2,16,10,711.707,889.0,108.0,695948.691,667324.9,23.0,30.493,8.5,0.14
2,16,11,841.599,921.0,119.0,809217.558,776580.2,24.0,33.002,8.3,0.14
2,16,12,898.707,933.0,123.0,859004.07,824602.577,24.0,33.693,8.2,0.14
2,16,13,879.145,925.0,124.0,842082.679,808280.779,24.0,33.399,8.3,0.14
2,16,14,783.482,896.0,120.0,757684.495,726873.158,24.0,32.239,8.5,0.14
2,16,15,621.921,839.0,111.0,612721.996,587047.257,23.0,29.498,8.6,0.14
2,16,16,164.031,14.0,158.0,156798.075,147278.533,23.0,24.706,8.6,0.14
2,16,17,173.783,507.0,63.0,145191.387,136083.117,23.0,24.783,8.3,0.14
2,16,18,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.9,0.14
2,16,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.7,0.14
2,16,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.5,0.14
2,16,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,7.2,0.14
2,16,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.9,0.14
2,16,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.5,0.14
2,17,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.3,0.14
2,17,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.1,0.14
2,17,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.9,0.14
2,17,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.8,0.14
2,17,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.8,0.14
2,17,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.0,0.14
2,17,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.4,0.14
2,17,7,20.0,0.0,20.0,16302.922,11761.682,22.0,22.239,6.9,0.14
2,17,8,115.655,2.0,115.0,109719.343,101867.988,23.0,24.37,7.2,0.14
2,17,9,168.525,1.0,168.0,159944.443,150313.412,23.0,24.971,7.3,0.14
2,17,10,516.984,296.0,315.0,498824.698,477185.793,23.0,29.052,7.3,0.14
2,17,11,328.699,25.0,309.0,310931.901,295950.785,23.0,26.943,7.0,0.14
2,17,12,897.342,930.0,121.0,855987.752,821693.14,23.0,34.183,6.7,0.14
2,17,13,878.814,927.0,119.0,835952.504,802367.82,24.0,35.187,6.5,0.14
2,17,14,381.129,58.0,338.0,360704.431,343959.676,24.0,28.925,6.3,0.14
2,17,15,340.737,96.0,282.0,326001.542,310486.448,24.0,28.369,6.4,0.14
2,17,16,250.844,145.0,188.0,242204.067,229658.251,23.0,26.157,6.6,0.14
2,17,17,138.3,255.0,82.0,120817.204,112572.607,23.0,24.699,6.6,0.14
2,17,18,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.6,0.14
2,17,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.6,0.14
2,17,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.6,0.14
2,17,21,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.5,0.14
2,17,22,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.2,0.14
2,17,23,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.7,0.14
2,18,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.3,0.14
2,18,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.1,0.14
2,18,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.1,0.14
2,18,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.2,0.14
2,18,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.3,0.14
2,18,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.5,0.14
2,18,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.8,0.14
2,18,7,69.436,324.0,35.0,45760.66,40175.615,22.0,22.804,6.3,0.14
2,18,8,159.777,78.0,134.0,151689.504,142350.979,23.0,24.986,6.7,0.14
2,18,9,76.0,0.0,76.0,70159.924,63710.316,23.0,23.916,7.0,0.14
2,18,10,714.76,898.0,99.0,696048.492,667421.164,23.0,31.574,7.1,0.14
2,18,11,613.984,302.0,375.0,586039.177,561309.917,23.0,30.466,6.9,0.14
2,18,12,653.871,285.0,415.0,617713.636,591862.023,24.0,32.279,6.5,0.14
2,18,13,411.323,49.0,371.0,387040.691,369362.738,24.0,29.425,6.1,0.14
2,18,14,506.151,181.0,371.0,480569.724,459577.665,24.0,30.847,5.9,0.14
2,18,15,494.418,396.0,251.0,477583.004,456696.777,24.0,30.797,5.8,0.14
2,18,16,295.406,267.0,179.0,285987.587,271890.347,23.0,27.059,5.8,0.14
2,18,17,174.954,493.0,65.0,147136.681,137959.481,23.0,25.263,6.0,0.14
2,18,18,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.1,0.14
2,18,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,18,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.4,0.14
2,18,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.4,0.14
2,18,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,18,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.1,0.14
2,19,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,6.0,0.14
2,19,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.8,0.14
2,19,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.7,0.14
2,19,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.6,0.14
2,19,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.5,0.14
2,19,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.6,0.14
2,19,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.9,0.14
2,19,7,49.463,96.0,39.0,38096.32,32782.853,23.0,23.598,6.5,0.14
2,19,8,215.038,243.0,134.0,203346.73,192177.784,23.0,25.638,6.8,0.14
2,19,9,396.519,332.0,220.0,387680.626,369979.997,23.0,27.848,6.9,0.14
2,19,10,566.175,395.0,294.0,546301.739,522980.534,23.0,30.046,6.7,0.14
2,19,11,684.479,441.0,334.0,650586.424,623569.998,24.0,32.779,6.4,0.14
2,19,12,728.898,436.0,362.0,688117.715,659771.406,24.0,33.759,6.0,0.14
2,19,13,665.505,325.0,397.0,627506.827,601308.202,24.0,33.32,5.6,0.14
2,19,14,634.651,417.0,322.0,603979.952,578614.978,24.0,32.907,5.6,0.14
2,19,15,627.446,859.0,97.0,610344.766,584754.262,24.0,32.859,5.6,0.14
2,19,16,212.503,65.0,184.0,203265.509,192099.442,24.0,26.918,5.8,0.14
2,19,17,6.0,0.0,6.0,4914.813,777.099,24.0,24.081,6.0,0.14
2,19,18,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.0,0.14
2,19,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.9,0.14
2,19,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.6,0.14
2,19,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.3,0.14
2,19,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.9,0.14
2,19,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.5,0.14
2,20,0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.1,0.14
2,20,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.0,0.14
2,20,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.9,0.14
2,20,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.8,0.14
2,20,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.0,0.14
2,20,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.4,0.14
2,20,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.0,0.14
2,20,7,74.895,348.0,36.0,49757.037,44030.385,23.0,23.92,5.8,0.14
2,20,8,301.858,680.0,73.0,281414.356,267479.164,23.0,26.882,6.3,0.14
2,20,9,396.25,322.0,224.0,386942.352,369267.884,23.0,27.996,6.6,0.14
2,20,10,524.572,294.0,321.0,502827.565,481046.823,24.0,30.59,6.6,0.14
2,20,11,852.268,935.0,106.0,812981.744,780211.006,24.0,34.97,6.4,0.14
2,20,12,908.252,946.0,109.0,860323.291,825875.054,24.0,35.938,6.2,0.14
2,20,13,888.474,941.0,108.0,843354.513,809507.547,24.0,35.681,6.2,0.14
2,20,14,469.112,129.0,372.0,445077.519,425343.09,24.0,30.067,6.3,0.14
2,20,15,452.206,276.0,281.0,435864.518,416456.542,24.0,29.81,6.4,0.14
2,20,16,282.818,215.0,188.0,272877.47,259244.774,24.0,27.56,6.6,0.14
2,20,17,182.678,535.0,61.0,152986.858,143602.363,24.0,26.213,6.6,0.14
2,20,18,0.0,0.0,0.0,0.0,0.0,23.0,0.0,6.5,0.14
2,20,19,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.3,0.14
2,20,20,0.0,0.0,0.0,0.0,0.0,23.0,23.0,6.0,0.14
2,20,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.7,0.14
2,20,22,0.0,0.0,0.0,0.0,0.0,23.0,23.0,5.3,0.14
2,20,23,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.9,0.14
2,21,0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,4.5,0.14
2,21,1,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.1,0.14
2,21,2,0.0,0.0,0.0,0.0,0.0,22.0,22.0,4.0,0.14
2,21,3,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.8,0.14
2,21,4,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.7,0.14
2,21,5,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.7,0.14
2,21,6,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3.8,0.14
2,21,7,74.788,321.0,38.0,51016.679,45245.393,23.0,24.154,4.1,0.14
2,21,8,299.482,655.0,77.0,278668.355,264830.465,23.0,27.988,4.2,0.14
2,21,9,526.121,801.0,95.0,512912.57,490774.476,24.0,33.152,4.0,0.14
2,21,10,713.448,873.0,106.0,679111.753,651084.561,24.0,37.134,3.6,0.14
2,21,11,178.405,3.0,176.0,164716.611,154916.484,24.0,27.579,3.0,0.14
2,21,12,217.786,8.0,211.0,200254.449,189195.075,25.0,29.767,2.5,0.14
2,21,13,699.736,378.0,385.0,638433.364,611847.569,25.0,41.945,2.0,0.14
2,21,14,457.165,114.0,371.0,421741.071,402833.545,25.0,36.77,1.7,0.14
2,21,15,165.0,0.0,165.0,152327.938,142966.791,25.0,29.651,1.3,0.14
2,21,16,411.094,715.0,94.0,387819.329,370113.785,25.0,36.943,1.2,0.14
2,21,17,120.98,148.0,87.0,107286.791,99521.631,24.0,27.457,1.2,0.14
2,21,18,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.2,0.14
2,21,19,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.5,0.14
2,21,20,0.0,0.0,0.0,0.0,0.0,24.0,24.0,2.0,0.14
2,21,21,0.0,0.0,0.0,0.0,0.0,23.0,23.0,2.3,0.14
